latitude,longitude,geological_unit,rock_type,lithology_category,stratigraphy,group_name,major_minerals
15.599099,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.617117,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.635135,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.653153,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.509009,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.527027,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.545045,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.563063,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.171644,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.581081,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.599099,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.277027,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.295045,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.313063,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.331081,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.008983,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.008968,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.027113,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.027111,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.027108,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189783,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189779,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189773,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189765,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189756,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189745,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189733,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189719,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189703,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189687,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.189668,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.18965,77.25,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207863,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207861,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207858,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207854,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207848,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.20784,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207831,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.20782,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207808,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207794,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207778,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207761,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.207743,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.175926,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.194444,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.212963,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.231481,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.671171,77.25,,Monzogranite,Monzogranite,Archaean - Palaeoproterozoic,Peninsular Gneissic Complex II,"K-feldspar,Quartz,Biotite,Plagioclase,Hornblende"
15.689189,77.009259,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.027778,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.046296,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.064815,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.083333,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.101852,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.12037,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.138889,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
15.689189,77.157407,Peninsular Gneissic Complex,Overburden,Overburden,Archaean,Dharwar Supergroup,Quartz and Feldspar
